TempCli,renda,tot_emprestimo_liquidado,tot_emprestimo_ativo,carteira,tot_parcela_ativa_em_dia,tot_parcela_ativa_atrasada,tot_parcela_pago_em_dia,atraso_min,atraso_mid,atraso_max,class
116,480.00,10,0,0.0000000,0,0,21,31,2,3,Bom
52,3246.67,0,1,6521.4700000,1,0,0,0,0,0,Bom
159,800.00,1,0,0.0000000,0,0,70,2,0,0,Bom
164,800.00,2,0,0.0000000,0,0,0,2,0,0,Bom
156,800.00,2,0,0.0000000,0,0,5,1,0,0,Bom
98,10954.17,5,0,0.0000000,0,0,6,3,0,0,Bom
112,380.00,1,0,0.0000000,0,0,28,44,0,0,Bom
115,0.01,2,0,0.0000000,0,0,7,4,0,0,Bom
161,11123.67,8,1,10508.6700000,1,0,76,3,0,0,Bom
135,800.00,1,0,0.0000000,0,0,60,12,0,0,Bom
106,415.00,1,0,0.0000000,0,0,35,13,0,0,Bom
155,833.33,1,0,0.0000000,0,0,7,0,0,0,Bom
94,6033.33,2,0,0.0000000,0,0,2,0,0,0,Bom
119,675.00,4,0,0.0000000,0,0,88,31,0,0,Bom
105,415.00,1,0,0.0000000,0,0,0,3,1,1,Bom
172,2087.00,3,1,5206.1100000,5,0,46,7,0,0,Bom
105,2936.00,1,0,0.0000000,0,0,32,4,0,0,Bom
60,5962.00,2,0,0.0000000,0,0,1,1,0,0,Bom
94,7759.17,0,2,26833.8600000,7,0,4,0,0,0,Bom
119,1865.67,1,0,0.0000000,0,0,0,2,0,0,Bom
109,2041.00,1,0,0.0000000,0,0,1,2,0,0,Bom
76,1686.67,1,1,5004.1300000,2,0,6,5,0,0,Bom
130,4153.67,1,0,0.0000000,0,0,1,4,0,0,Bom
161,800.00,2,0,0.0000000,0,0,69,4,0,0,Bom
61,5880.00,2,1,3353.6600000,3,0,10,21,0,0,Bom
156,666.67,2,0,0.0000000,0,0,7,12,0,0,Bom
164,800.00,1,0,0.0000000,0,0,1,0,0,0,Bom
88,2500.00,3,0,0.0000000,0,0,65,7,0,0,Bom
156,4296.66,9,2,26378.7700000,13,0,21,1,0,0,Bom
136,2060.00,3,0,0.0000000,0,0,68,16,0,0,Bom
94,788.00,0,1,4786.4700000,6,0,3,1,0,0,Bom
119,622.00,2,0,0.0000000,0,0,63,10,0,0,Bom
139,800.00,3,0,0.0000000,0,0,45,15,0,0,Bom
182,1000.00,5,0,0.0000000,0,0,36,4,0,0,Bom
143,2491.33,1,0,0.0000000,0,0,5,0,0,0,Bom
119,800.00,1,0,0.0000000,0,0,70,2,0,0,Bom
164,3998.67,1,0,0.0000000,0,0,5,1,0,0,Bom
115,17237.00,11,4,31539.6300000,13,0,164,5,0,0,Bom
17,1051.00,0,1,5559.7300000,24,0,14,2,0,0,Bom
161,2011.67,0,1,5872.0500000,6,0,3,1,0,0,Bom
176,0.01,3,0,0.0000000,0,0,13,1,0,0,Bom
169,1000.00,3,0,0.0000000,0,0,2,2,1,0,Bom
99,880.00,3,0,0.0000000,0,0,8,6,0,0,Bom
169,0.01,3,0,0.0000000,0,0,26,3,0,0,Bom
132,800.00,1,0,0.0000000,0,0,4,20,0,0,Bom
55,11155.00,0,3,24423.4700000,8,0,5,3,0,0,Bom
165,750.00,1,0,0.0000000,0,0,0,1,0,0,Bom
13,937.00,0,1,481.5200000,11,0,1,0,0,0,Bom
153,2250.00,7,1,5910.5700000,6,0,26,3,0,0,Bom
134,800.00,1,0,0.0000000,0,0,64,8,0,0,Bom
105,3147.00,10,0,0.0000000,0,0,104,5,0,0,Bom
103,1274.00,0,1,5913.5900000,6,0,3,1,0,0,Bom
97,465.00,0,1,14105.0200000,7,0,3,0,0,0,Bom
105,3000.00,1,0,0.0000000,0,0,4,0,0,0,Bom
144,800.00,1,0,0.0000000,0,0,66,6,0,0,Bom
167,800.00,14,0,0.0000000,0,0,15,22,0,0,Bom
98,675.00,1,0,0.0000000,0,0,23,1,0,0,Bom
144,1457.83,6,3,12996.5400000,10,0,87,47,0,0,Bom
156,800.00,1,0,0.0000000,0,0,6,0,0,0,Bom
162,800.00,3,0,0.0000000,0,0,3,1,0,0,Bom
162,880.00,2,0,0.0000000,0,0,6,3,0,0,Bom
144,800.00,2,0,0.0000000,0,0,5,2,0,0,Bom
113,380.00,1,0,0.0000000,0,0,0,1,0,0,Bom
55,8366.67,2,1,20147.8200000,1,0,2,0,0,0,Bom
120,800.00,1,0,0.0000000,0,0,3,3,0,0,Bom
135,8471.67,1,0,0.0000000,0,0,47,25,0,0,Bom
105,415.00,1,0,0.0000000,0,0,0,2,0,0,Ruim
105,415.00,3,0,0.0000000,0,0,2,1,0,0,Bom
40,1521.33,1,0,0.0000000,0,0,36,0,0,0,Bom
112,2605.00,1,0,0.0000000,0,0,67,5,0,0,Bom
138,800.00,2,0,0.0000000,0,0,75,7,0,0,Bom
105,2472.50,5,1,5887.4800000,6,0,7,2,0,0,Bom
46,800.00,1,0,0.0000000,0,0,3,3,0,0,Bom
159,3200.00,0,1,33874.9700000,23,3,0,6,1,0,Bom
88,800.00,2,0,0.0000000,0,0,31,22,0,0,Bom
88,3383.33,5,2,8462.3600000,7,0,37,2,0,0,Bom
164,833.33,5,0,0.0000000,0,0,3,3,0,1,Bom
130,2333.33,1,0,0.0000000,0,0,67,5,0,0,Bom
108,880.00,3,0,0.0000000,0,0,3,0,0,0,Bom
55,3108.33,1,1,2069.7200000,6,0,12,18,1,0,Bom
93,1000.00,1,0,0.0000000,0,0,8,16,0,0,Bom
166,666.67,15,0,0.0000000,0,0,105,9,0,0,Bom
163,6255.00,2,0,0.0000000,0,0,2,0,0,0,Bom
135,10000.00,1,0,0.0000000,0,0,54,18,0,0,Bom
109,1833.33,2,0,0.0000000,0,0,1,5,0,0,Bom
72,2192.00,1,0,0.0000000,0,0,60,0,0,0,Bom
94,10046.67,0,3,82054.2800000,9,0,8,1,0,0,Bom
113,2867.50,1,0,0.0000000,0,0,11,1,0,0,Bom
10,5300.00,0,1,10815.2100000,26,0,3,7,0,0,Bom
173,2521.66,9,1,5298.9800000,1,0,9,4,0,0,Bom
103,1000.00,2,0,0.0000000,0,0,10,9,0,0,Bom
12,36833.33,8,1,20778.9500000,1,0,2,7,0,0,Bom
182,2483.33,16,1,4884.6700000,6,0,32,81,1,2,Bom
182,2483.33,1,0,0.0000000,0,0,1,3,0,0,Ruim
71,6319.50,8,1,21770.1500000,5,0,34,21,0,0,Bom
94,880.00,2,0,0.0000000,0,0,1,1,0,0,Bom
92,8596.67,2,2,31618.1000000,30,1,61,8,0,0,Bom
132,350.00,1,0,0.0000000,0,0,6,0,0,0,Bom
119,4062.00,1,1,2043.8300000,2,0,3,1,0,0,Bom
121,800.00,1,0,0.0000000,0,0,5,1,0,0,Bom
143,9613.33,18,2,13037.9200000,7,0,112,11,0,0,Bom
143,9613.33,0,1,0.0000000,0,1,0,0,0,0,Ruim
182,5682.84,10,3,17431.0400000,9,0,21,3,0,0,Bom
134,3166.67,3,0,0.0000000,0,0,8,0,0,0,Bom
166,2129.00,24,1,5024.6200000,5,0,56,60,0,0,Bom
44,7687.50,3,0,0.0000000,0,0,3,0,0,0,Bom
156,2098.00,7,1,5817.2200000,6,0,20,3,0,0,Bom
106,4183.33,3,0,0.0000000,0,0,60,33,0,0,Bom
106,2565.00,19,0,0.0000000,0,0,168,57,0,0,Bom
168,800.00,1,0,0.0000000,0,0,5,1,0,0,Bom
33,1022.00,1,0,0.0000000,0,0,0,1,0,0,Bom
172,800.00,1,0,0.0000000,0,0,2,1,0,0,Bom
119,1500.00,4,0,0.0000000,0,0,2,2,0,0,Bom
104,1308.34,2,1,5917.8000000,6,0,4,2,0,0,Bom
173,800.00,10,0,0.0000000,0,0,65,16,0,0,Bom
132,22790.00,17,5,81629.7800000,10,0,23,6,0,0,Bom
98,1874.00,2,0,0.0000000,0,0,3,4,0,0,Bom
116,8583.33,1,2,37047.3200000,3,0,4,1,0,0,Bom
119,5346.67,2,0,0.0000000,0,0,72,3,0,0,Bom
172,4333.33,3,0,0.0000000,0,0,10,0,0,0,Bom
170,1000.00,2,0,0.0000000,0,0,0,4,0,0,Bom
159,800.00,1,0,0.0000000,0,0,1,2,0,0,Bom
114,380.00,2,0,0.0000000,0,0,8,3,0,0,Bom
24,32000.00,1,0,0.0000000,0,0,1,0,0,0,Bom
105,5703.33,5,1,745.1500000,1,0,11,1,0,0,Bom
120,800.00,1,0,0.0000000,0,0,1,0,0,0,Bom
88,15925.00,2,0,0.0000000,0,0,6,0,0,0,Bom
143,1833.33,1,0,0.0000000,0,0,5,0,0,0,Bom
78,510.00,3,0,0.0000000,0,0,62,34,0,0,Bom
166,9070.33,8,5,61457.6400000,42,0,83,17,0,0,Bom
155,800.00,10,0,0.0000000,0,0,7,3,0,0,Bom
161,800.00,6,0,0.0000000,0,0,23,1,0,0,Bom
182,4400.00,3,0,0.0000000,0,0,1,2,0,0,Bom
168,7871.00,32,1,6022.5300000,6,0,55,25,0,1,Bom
173,800.00,1,0,0.0000000,0,0,0,1,0,0,Bom
143,880.00,5,0,0.0000000,0,0,67,32,0,0,Bom
155,800.00,1,0,0.0000000,0,0,0,0,0,0,Ruim
155,800.00,2,0,0.0000000,0,0,7,1,0,0,Bom
172,800.00,1,0,0.0000000,0,0,6,0,0,0,Bom
94,788.00,0,1,33852.2900000,6,0,3,1,0,0,Bom
141,1666.67,1,0,0.0000000,0,0,1,0,0,0,Bom
150,800.00,1,0,0.0000000,0,0,34,36,2,0,Bom
182,6354.17,31,3,13474.7600000,10,0,37,12,0,0,Bom
96,8045.00,2,2,8131.6300000,22,0,11,6,0,0,Bom
81,5166.67,10,0,0.0000000,0,0,63,17,0,0,Bom
110,412.00,1,0,0.0000000,0,0,62,10,0,0,Bom
60,3101.67,1,0,0.0000000,0,0,44,4,0,0,Bom
95,13983.33,19,3,44793.8500000,4,0,21,3,0,0,Bom
164,5891.67,2,4,35144.8700000,9,0,8,2,0,0,Bom
78,1000.00,1,0,0.0000000,0,0,45,3,0,0,Bom
100,2237.00,2,1,1084.5600000,12,0,29,13,0,0,Bom
56,6046.67,0,1,6006.5500000,6,0,3,1,0,0,Bom
144,724.00,1,0,0.0000000,0,0,5,0,0,0,Bom
144,1270.17,1,0,0.0000000,0,0,2,1,0,0,Bom
132,3108.33,14,1,5894.3800000,6,0,85,4,0,0,Bom
81,4633.83,1,0,0.0000000,0,0,41,7,0,0,Bom
135,1740.67,1,0,0.0000000,0,0,7,11,0,0,Bom
51,2130.00,0,1,9053.2500000,1,0,0,0,0,0,Bom
96,89000.00,4,0,0.0000000,0,0,34,25,0,0,Bom
82,11175.00,13,4,24929.2600000,9,0,38,31,0,0,Bom
96,15550.00,1,0,0.0000000,0,0,4,1,0,0,Bom
135,2138.00,5,0,0.0000000,0,0,51,15,0,0,Bom
119,480.00,2,0,0.0000000,0,0,57,27,0,0,Bom
111,480.00,1,0,0.0000000,0,0,68,4,0,0,Bom
121,800.00,1,0,0.0000000,0,0,0,1,0,0,Bom
83,3825.00,4,0,0.0000000,0,0,68,76,0,0,Bom
166,898.50,11,0,0.0000000,0,0,13,9,0,0,Bom
135,11807.50,1,0,0.0000000,0,0,65,6,0,0,Ruim
115,5120.33,3,4,21157.4900000,13,0,16,7,0,0,Bom
89,4835.00,0,1,2505.1200000,2,0,3,3,0,0,Bom
166,880.00,2,0,0.0000000,0,0,78,2,0,0,Bom
172,8263.33,3,1,16525.7600000,5,0,11,3,0,0,Bom
133,12100.00,1,0,0.0000000,0,0,1,2,0,0,Bom
121,12155.00,2,0,0.0000000,0,0,27,22,0,0,Bom
93,1520.33,4,1,700.3800000,1,0,11,0,0,0,Bom
110,724.00,2,0,0.0000000,0,0,88,8,0,0,Bom
93,3500.00,3,0,0.0000000,0,0,70,38,0,0,Bom
121,10131.67,4,0,0.0000000,0,0,3,1,0,0,Bom
76,3500.00,2,1,15378.1900000,45,0,70,5,0,0,Bom
167,800.00,1,0,0.0000000,0,0,0,1,0,0,Bom
173,800.00,6,0,0.0000000,0,0,63,18,0,0,Bom
173,800.00,1,0,0.0000000,0,0,0,1,0,0,Ruim
171,2675.00,10,1,3380.4900000,6,0,17,19,0,0,Bom
182,1900.00,14,0,0.0000000,0,0,51,6,0,0,Bom
171,2170.83,13,0,0.0000000,0,0,35,14,0,0,Bom
10,5550.00,0,1,10883.5400000,1,0,0,0,0,0,Bom
161,10133.33,28,2,9222.5600000,5,0,46,8,0,0,Bom
147,1791.67,3,0,0.0000000,0,0,94,9,0,0,Bom
168,3666.66,2,0,0.0000000,0,0,24,1,0,0,Bom
143,2916.67,1,0,0.0000000,0,0,5,0,0,0,Bom
39,11387.50,1,0,0.0000000,0,0,24,12,0,0,Bom
94,465.00,1,0,0.0000000,0,0,0,2,0,0,Bom
95,465.00,1,0,0.0000000,0,0,1,0,0,0,Bom
55,8386.67,0,1,15060.8300000,1,0,0,0,0,0,Bom
21,1500.00,1,1,10315.5000000,1,0,1,0,0,0,Bom
164,3612.50,10,1,2458.7600000,16,1,145,69,1,0,Bom
149,800.00,3,0,0.0000000,0,0,2,1,0,0,Bom
94,11120.83,5,0,0.0000000,0,0,5,0,0,0,Bom
136,5450.00,4,0,0.0000000,0,0,47,3,0,0,Bom
133,8766.66,5,2,8245.2800000,34,2,10,8,0,2,Bom
133,833.33,1,2,14098.3600000,8,0,74,10,0,0,Bom
133,5183.33,11,5,32360.9800000,27,1,57,11,0,1,Bom
168,2225.00,5,0,0.0000000,0,0,9,1,0,0,Bom
95,7166.67,7,1,20843.3000000,3,0,14,0,0,0,Bom
132,833.33,1,0,0.0000000,0,0,66,6,0,0,Bom
121,5979.17,2,2,45682.7300000,6,0,9,2,0,0,Bom
55,1800.00,2,0,0.0000000,0,0,0,20,1,2,Bom
164,3000.00,1,0,0.0000000,0,0,7,0,0,0,Bom
166,10958.33,4,1,7633.4000000,1,0,3,1,0,0,Bom
83,4000.00,1,0,0.0000000,0,0,0,0,0,0,Ruim
147,1750.00,1,0,0.0000000,0,0,69,3,0,0,Bom
107,3433.33,4,0,0.0000000,0,0,74,7,0,0,Bom
38,2358.79,0,1,3866.2400000,20,1,2,2,0,0,Bom
1,3047.80,0,0,11800.0000000,48,0,0,0,0,0,Bom
156,874.67,3,1,19881.9100000,33,0,29,10,0,0,Bom
78,8940.83,3,0,0.0000000,0,0,2,1,0,0,Bom
56,8333.33,2,0,0.0000000,0,0,3,0,0,0,Bom
166,880.00,1,0,0.0000000,0,0,0,0,0,0,Ruim
166,880.00,1,0,0.0000000,0,0,26,4,0,0,Bom
155,4550.00,2,1,7741.5700000,21,0,22,7,0,0,Bom
37,937.00,4,2,9549.8800000,40,0,58,24,0,0,Bom
143,7775.00,11,4,37040.1600000,21,0,77,18,0,0,Bom
156,2472.50,4,1,4288.9900000,2,0,9,1,0,0,Bom
52,1450.00,0,1,5885.6800000,6,0,2,2,0,0,Bom
182,5475.00,31,5,36548.6500000,24,0,87,23,0,0,Bom
170,1000.00,2,0,0.0000000,0,0,2,0,0,0,Bom
61,1710.00,1,0,0.0000000,0,0,24,0,0,0,Bom
151,1000.00,3,0,0.0000000,0,0,6,2,0,0,Bom
81,6857.50,2,1,270.9300000,2,0,36,16,0,0,Bom
170,2500.00,2,0,0.0000000,0,0,0,0,0,0,Ruim
63,6083.33,3,0,0.0000000,0,0,3,0,0,0,Bom
132,4335.00,6,0,0.0000000,0,0,20,9,0,0,Bom
106,30350.00,2,0,0.0000000,0,0,40,44,0,0,Bom
28,1920.00,0,1,11735.7000000,1,0,0,0,0,0,Bom
112,6715.00,7,2,23261.5700000,6,0,11,1,0,0,Bom
166,5991.66,7,0,0.0000000,0,0,32,3,0,0,Bom
95,4900.00,7,1,26532.2100000,1,0,9,4,0,0,Bom
71,20833.33,1,0,0.0000000,0,0,0,1,0,0,Bom
141,1500.00,2,0,0.0000000,0,0,38,35,0,0,Bom
81,600.00,1,0,0.0000000,0,0,16,8,0,0,Bom
42,5708.33,0,1,37915.0600000,59,0,1,0,0,0,Bom
95,6650.00,1,0,0.0000000,0,0,35,1,0,0,Bom
144,11733.33,9,2,12126.7600000,2,0,103,3,0,0,Bom
109,480.00,1,0,0.0000000,0,0,8,4,0,0,Bom
100,724.00,1,4,18667.0100000,16,0,11,7,0,0,Bom
111,724.00,1,0,0.0000000,0,0,71,1,0,0,Bom
104,2300.00,3,0,0.0000000,0,0,61,11,0,0,Bom
123,4430.84,16,1,8779.0000000,6,0,43,29,0,2,Bom
123,4430.84,1,1,5849.0200000,15,32,2,16,5,5,Ruim
138,17295.00,0,4,100001.5300000,25,0,12,3,0,0,Bom
119,5729.26,2,0,0.0000000,0,0,2,1,0,0,Bom
135,27833.33,6,1,1966.4800000,1,0,4,7,0,0,Bom
49,6575.00,2,1,5341.7800000,1,0,2,0,0,0,Bom
10,3380.00,0,1,5913.3500000,14,0,10,0,0,0,Bom
182,5383.33,23,0,0.0000000,0,0,19,9,0,0,Bom
182,5383.33,4,0,0.0000000,0,0,2,2,1,0,Ruim
141,7248.33,1,0,0.0000000,0,0,64,7,0,1,Bom
30,880.00,0,1,4611.0200000,10,1,10,16,0,0,Bom
133,800.00,1,0,0.0000000,0,0,4,2,0,0,Bom
98,979.00,0,1,6623.9100000,24,0,10,2,0,0,Bom
175,0.01,6,0,0.0000000,0,0,5,1,0,0,Bom
132,800.00,2,0,0.0000000,0,0,16,2,0,0,Bom
141,800.00,1,0,0.0000000,0,0,69,3,0,0,Bom
142,9933.33,9,4,20338.7700000,3,0,64,0,0,0,Bom
115,2970.00,3,1,230.4000000,1,0,25,20,0,0,Bom
109,423.68,1,0,0.0000000,0,0,4,28,0,1,Ruim
109,423.68,2,0,0.0000000,0,0,29,7,0,0,Bom
55,38500.00,4,0,0.0000000,0,0,3,1,0,0,Bom
155,916.67,7,0,0.0000000,0,0,30,57,0,0,Bom
138,1933.33,1,0,0.0000000,0,0,0,2,0,0,Bom
138,1933.33,1,0,0.0000000,0,0,21,46,1,3,Ruim
136,52191.67,6,3,102107.8000000,37,0,18,18,0,0,Bom
155,800.00,1,0,0.0000000,0,0,1,1,0,0,Bom
135,7800.00,1,0,0.0000000,0,0,2,2,0,0,Bom
144,5170.84,8,4,45663.8000000,81,0,20,6,0,0,Bom
115,19550.00,1,0,0.0000000,0,0,0,3,0,0,Bom
88,4000.00,2,1,12302.2200000,11,0,48,61,0,0,Bom
109,625.00,2,0,0.0000000,0,0,48,0,0,0,Bom
100,2910.00,4,2,12065.1400000,4,1,17,19,1,1,Bom
121,5191.67,0,1,29796.7400000,44,0,8,8,0,0,Bom
99,4591.67,3,0,0.0000000,0,0,11,1,0,0,Bom
94,11075.00,1,1,23655.4000000,3,0,10,1,0,0,Bom
143,2908.33,1,0,0.0000000,0,0,6,0,0,0,Bom
95,3166.67,0,1,1168.1600000,1,0,6,0,0,0,Bom
63,2520.83,1,2,4523.0600000,52,0,58,10,0,0,Bom
35,2030.00,0,1,24619.0500000,28,0,23,9,0,0,Bom
132,350.00,1,0,0.0000000,0,0,6,0,0,0,Bom
114,5550.00,1,0,0.0000000,0,0,5,1,0,0,Bom
94,6915.00,1,0,0.0000000,0,0,7,0,0,0,Bom
95,2575.00,0,2,10475.4200000,9,0,17,11,0,0,Bom
144,1633.33,2,0,0.0000000,0,0,3,6,0,0,Bom
64,2916.67,1,0,0.0000000,0,0,28,29,2,0,Bom
95,27583.33,7,1,30040.2000000,1,0,5,2,0,0,Bom
115,6933.33,1,2,45512.5000000,10,0,16,0,0,0,Bom
126,9200.00,3,0,0.0000000,0,0,44,3,0,0,Bom
96,6061.67,1,2,13617.8700000,3,0,8,1,0,0,Bom
161,6666.66,5,1,4246.3300000,1,0,82,6,0,0,Bom
166,1833.33,19,1,2949.0000000,2,0,55,12,0,0,Bom
134,800.00,10,0,0.0000000,0,0,28,53,2,0,Bom
144,4416.67,1,0,0.0000000,0,0,5,0,0,0,Bom
56,2500.00,0,1,0.0000000,0,1,0,0,0,1,Bom
129,2133.50,5,2,4154.8000000,6,0,60,5,0,0,Bom
132,7658.33,1,0,0.0000000,0,0,3,3,0,0,Bom
95,15616.66,4,3,46693.9700000,11,0,18,3,0,0,Bom
120,5869.17,1,0,0.0000000,0,0,4,2,0,0,Bom
102,415.00,2,0,0.0000000,0,0,95,5,0,0,Bom
78,8900.00,1,1,5060.1700000,4,0,3,4,0,0,Bom
116,2880.00,6,2,8154.4200000,18,0,164,20,0,0,Bom
173,800.00,2,0,0.0000000,0,0,6,0,0,0,Bom
158,800.00,1,0,0.0000000,0,0,7,1,0,0,Bom
135,12616.67,2,0,0.0000000,0,0,10,3,0,0,Bom
164,9625.00,30,2,20704.5000000,11,0,172,35,0,1,Bom
56,9333.33,4,2,11300.7300000,2,0,3,1,0,0,Bom
29,5550.00,0,1,30598.3800000,49,0,7,4,0,0,Bom
21,2036.20,0,1,10876.6000000,32,0,4,0,0,0,Bom
103,2413.00,1,0,0.0000000,0,0,1,0,0,0,Bom
75,10437.50,4,3,49826.1000000,13,0,7,8,0,0,Bom
94,9950.00,0,1,10500.0000000,6,0,3,1,0,0,Bom
166,1930.00,14,0,0.0000000,0,0,18,12,0,0,Bom
128,2375.00,1,0,0.0000000,0,0,65,7,0,0,Bom
120,4718.75,2,0,0.0000000,0,0,1,6,0,0,Bom
169,800.00,7,0,0.0000000,0,0,0,0,0,0,Ruim
169,800.00,2,0,0.0000000,0,0,2,5,0,0,Bom
22,6785.00,0,2,14092.1200000,52,2,20,24,0,0,Bom
115,8900.00,4,5,6419.6900000,6,0,32,3,0,0,Bom
129,2166.67,1,0,0.0000000,0,0,0,0,0,0,Ruim
129,2166.67,7,0,0.0000000,0,0,60,29,2,0,Bom
96,7316.67,0,1,28246.9000000,55,0,4,1,0,0,Bom
163,2083.33,1,0,0.0000000,0,0,2,2,0,0,Bom
132,5828.33,22,0,0.0000000,0,0,59,47,0,0,Bom
164,5900.33,9,3,14838.1300000,8,0,57,7,0,0,Bom
13,32846.67,0,1,4819.8600000,1,0,0,1,0,0,Bom
110,380.00,1,0,0.0000000,0,0,63,9,0,0,Bom
145,1479.17,0,1,2266.1400000,1,0,6,1,0,0,Bom
168,800.00,1,0,0.0000000,0,0,1,5,0,0,Bom
100,4185.00,4,0,0.0000000,0,0,19,77,0,0,Bom
132,833.33,1,0,0.0000000,0,0,5,1,0,0,Bom
133,8361.00,1,0,0.0000000,0,0,5,1,0,0,Bom
114,5933.33,9,1,20665.7400000,1,0,14,0,0,0,Bom
132,10066.67,4,2,6439.5400000,7,0,42,22,0,0,Bom
132,10066.67,0,0,0.0000000,0,1,0,0,0,0,Ruim
69,12500.00,1,0,0.0000000,0,0,1,3,0,0,Bom
103,8350.00,6,0,0.0000000,0,0,21,58,0,0,Bom
166,6966.67,25,0,0.0000000,0,0,25,5,0,0,Bom
83,11663.00,8,1,4793.5600000,2,0,11,24,0,0,Bom
117,2082.91,7,0,0.0000000,0,0,75,3,0,0,Bom
166,4845.33,12,3,20517.0800000,11,0,26,8,0,0,Bom
166,2500.00,4,1,6335.4600000,11,0,120,7,0,0,Bom
172,800.00,13,0,0.0000000,0,0,48,2,0,0,Bom
166,1335.49,1,0,0.0000000,0,0,35,1,0,0,Bom
166,2550.00,5,2,5471.9800000,5,0,44,5,0,0,Bom
54,56993.34,1,2,18098.8600000,2,0,4,1,0,0,Bom
168,18620.00,17,5,42572.3400000,48,0,188,37,0,0,Bom
168,18620.00,1,0,0.0000000,0,0,0,0,0,0,Ruim
14,3696.67,1,0,0.0000000,0,0,1,0,0,0,Bom
164,1833.33,8,0,0.0000000,0,0,19,4,0,0,Bom
88,1270.25,0,1,1250.8900000,1,0,6,1,0,0,Bom
95,3850.00,9,4,17295.4400000,8,0,62,13,0,0,Bom
0,29790.00,0,1,25503.5700000,1,0,0,0,0,0,Bom
177,10050.00,20,3,30224.0500000,5,0,19,9,0,0,Bom
71,1000.00,0,1,0.0000000,0,10,19,13,1,3,Ruim
93,4000.00,2,0,0.0000000,0,0,40,16,0,0,Bom
111,380.00,2,0,0.0000000,0,0,70,7,0,0,Bom
166,6666.67,32,0,0.0000000,0,0,134,55,2,1,Bom
155,4583.33,8,0,0.0000000,0,0,62,22,0,0,Bom
120,3000.00,4,1,365.2500000,2,0,86,19,0,0,Bom
39,788.00,0,1,12753.1500000,41,0,18,1,0,0,Bom
171,6732.50,0,1,0.0000000,0,1,0,0,0,0,Ruim
171,6732.50,26,3,25403.8800000,26,1,59,18,0,0,Bom
130,28933.33,4,5,106032.3600000,160,0,124,20,0,0,Bom
182,12275.00,22,1,18307.7200000,1,0,22,6,0,0,Bom
133,800.00,1,0,0.0000000,0,0,6,0,0,0,Bom
114,2969.17,7,0,0.0000000,0,0,36,6,0,0,Bom
88,4600.00,8,2,645.1100000,1,0,87,7,0,0,Bom
88,4600.00,0,1,0.0000000,0,1,0,0,0,0,Ruim
58,9479.16,10,2,10656.4800000,6,1,8,11,0,0,Bom
132,800.00,1,0,0.0000000,0,0,5,1,0,0,Bom
93,1576.00,0,1,5181.0200000,10,0,21,5,0,0,Bom
150,3563.01,2,0,0.0000000,0,0,6,1,0,0,Bom
124,3000.00,2,0,0.0000000,0,0,38,3,0,0,Bom
145,13866.67,17,4,28813.9700000,7,0,38,16,0,0,Bom
72,1500.00,9,2,11171.2700000,38,3,59,33,0,0,Bom
69,1500.00,1,0,0.0000000,0,0,0,2,0,1,Bom
182,5491.67,3,1,11763.6900000,1,0,3,0,0,0,Bom
135,9994.41,8,5,17612.2600000,24,0,64,18,0,0,Bom
164,2410.00,7,2,13112.8900000,3,0,10,3,0,0,Bom
115,480.00,2,0,0.0000000,0,0,23,25,0,0,Bom
116,5400.00,2,1,4276.7300000,5,0,11,1,0,0,Bom
182,800.00,12,0,0.0000000,0,0,13,4,0,0,Bom
119,800.00,1,0,0.0000000,0,0,71,1,0,0,Bom
182,5000.00,8,1,3830.5000000,14,1,49,37,0,0,Bom
132,2000.00,12,0,0.0000000,0,0,56,76,1,0,Bom
132,5000.00,2,0,0.0000000,0,0,1,6,0,0,Bom
127,3800.00,8,1,4753.7800000,14,1,45,111,0,0,Bom
95,1375.00,1,0,0.0000000,0,0,10,0,0,0,Bom
177,3025.50,1,0,0.0000000,0,0,29,7,0,0,Bom
141,1000.00,6,0,0.0000000,0,0,15,4,0,0,Bom
121,3333.33,1,0,0.0000000,0,0,59,13,0,0,Bom
151,800.00,5,0,0.0000000,0,0,4,2,0,0,Bom
168,880.00,4,1,5917.8000000,6,0,8,4,0,0,Bom
120,15725.00,19,2,13167.4200000,6,0,18,11,0,0,Bom
127,8566.67,22,4,30928.1300000,10,0,26,26,0,0,Bom
108,1450.00,3,0,0.0000000,0,0,0,3,0,0,Bom
75,21900.00,1,0,0.0000000,0,0,16,8,0,0,Bom
164,4985.00,2,1,28473.6100000,65,0,15,1,0,0,Bom
97,2366.67,8,0,0.0000000,0,0,109,38,0,0,Bom
87,1937.00,1,0,0.0000000,0,0,10,0,0,0,Bom
138,5000.00,2,1,1908.9900000,1,0,36,49,0,0,Bom
166,5330.00,13,3,0.0000000,1,0,95,2,0,0,Bom
31,1299.99,0,1,3122.0200000,6,0,25,5,0,0,Bom
55,1874.00,0,2,5589.6800000,7,0,5,3,0,0,Bom
44,11238.67,2,1,10860.5200000,1,0,2,0,0,0,Bom
52,7075.00,2,1,10794.4000000,1,0,2,0,0,0,Bom
137,4246.50,5,1,7616.9000000,5,0,5,5,0,1,Bom
103,16874.99,5,2,10914.3000000,2,0,29,13,0,0,Bom
182,4316.67,3,0,0.0000000,0,0,8,0,0,0,Bom
112,883.33,4,0,0.0000000,0,0,70,28,0,0,Bom
114,17800.83,2,1,10025.3400000,2,0,14,5,0,0,Bom
124,3000.00,2,0,0.0000000,0,0,61,13,0,0,Bom
